order_item_id,order_id,product_id,quantity,unit_price,discount_pct
21899,12546,485,1,1754.67,0.15
15185,8725,235,1,321.27,0
19266,11023,445,1,6962.68,0
19982,11440,148,1,443.53,0.1
19555,11187,269,1,6468.03,0
20356,11656,526,2,3022.07,0
7309,4180,357,1,"R$ 4.495,37",0
20642,11815,396,1,3865.1,0
7828,4471,395,1,8471.78,0
22011,12615,415,1,834.27,0
78,53,298,2,"R$ 4.380,93",0
15039,8640,582,1,5162.56,0
17348,9928,233,2,"R$ 6.952,93",0.05
12985,7440,511,1,2720.0,0
17410,9964,438,3,3627.44,0
22660,12985,210,1,662.4,0
7110,4062,172,-1,"R$ 4.094,57",0
23170,13273,418,0,"R$ 7.034,42",0
25384,14525,305,1,8208.81,0
18714,10721,360,-1,"983,09",0
21885,12538,221,2,7509.86,0
7591,4339,405,1,6594.76,0
23910,13697,128,1,"R$ 5.683,69",0
17454,9988,382,1,"R$ 1.183,36",0.1
14336,8214,80,0,"R$ 1.664,87",0.1
2637,1500,413,1,"R$ 2.195,06",0
14688,8433,376,1,"R$ 6.139,83",0
18654,10688,228,1,"6613,26",0
22745,13033,584,1,"2959,72",0
15972,9157,23,1,"8404,57",0
16210,9288,431,1,"793,7",0
864,488,321,2,"R$ 1.133,92",0
14312,8198,280,1,1976.36,0
10307,5880,386,1,5343.48,0
9458,5403,556,2,8469.86,0.05
4274,2470,192,3,"5698,61",
8335,4756,505,1,3461.76,0.05
17062,9757,407,1,"3413,97",0
18865,10803,37,-1,7361.77,0.05
19032,10896,471,3,4779.36,0
4892,2814,296,-1,"R$ 3.033,03",0.1
12759,7308,32,1,"238,85",0
21979,12595,198,2,5088.4,0.05
14252,8158,295,1,6525.55,0
25845,14795,158,1,"R$ 8.452,75",
19170,10968,232,1,"R$ 8.897,29",0
3364,1923,91,1,"R$ 3.530,66",0
20402,11681,169,1,"R$ 5.694,72",0.1
11754,6731,194,1,"2782,99",0
6407,3675,514,1,6242.1,0
832,471,411,1,"R$ 5.823,55",0
7257,4146,563,1,7512.33,0.1
15304,8787,128,-1,5683.69,0.05
20268,11606,271,-1,8173.06,0.15
18174,10417,213,1,"R$ 8.680,11",0
3145,1790,537,1,"2856,18",0
18904,10824,251,-1,"R$ 6.408,08",0
21764,12460,7,1,2453.61,0
11487,6565,334,1,3936.66,0
18996,10874,425,1,923.61,0
5740,3287,371,1,"6760,61",0
12753,7304,20,1,"R$ 7.341,05",0.1
4929,2832,371,1,6760.61,0
21075,12057,133,2,"R$ 190,19",0
7934,4535,267,1,"R$ 2.578,52",0
10629,6065,236,1,2449.66,0
13136,7524,244,2,5999.22,0.1
12113,6943,339,1,2187.15,0
4837,2785,144,1,8281.2,0
23875,13674,243,1,"R$ 5.215,88",0
4971,2855,322,1,5658.5,0
5750,3293,486,3,2911.79,0.05
4586,2644,318,1,"R$ 5.814,78",0.1
6585,3778,358,1,,0.15
591,341,345,3,8883.58,0
21259,12158,345,1,"8883,58",0.1
18926,10835,461,1,"R$ 2.934,52",0
767,432,424,1,6852.28,0
18026,10328,218,1,1858.16,0
16768,9600,28,-1,5658.23,0
18713,10721,32,1,"247,12",0.1
14429,8272,372,1,"3340,84",0.1
2149,1223,161,1,1647.47,0
2033,1151,554,1,"R$ 5.753,09",0
80,54,561,2,1111.45,0
3757,2154,435,1,4835.48,0
16902,9671,381,1,"R$ 4.595,76",0.05
11157,6374,298,3,"R$ 4.847,04",0.05
6100,3495,383,1,4621.66,0.05
2133,1216,69,2,"R$ 8.460,61",0
11476,6558,192,3,"5698,61",0
23205,13293,588,1,916.87,
6801,3894,565,1,2793.63,
23844,13656,556,2,8469.86,0
21120,12078,269,-1,"R$ 6.468,03",
4047,2335,409,1,5108.98,0.1
22727,13022,477,1,"R$ 3.993,74",0
6485,3723,145,1,,0
17303,9904,484,1,8591.68,0
14282,8180,184,1,"3394,15",0
7972,4555,196,1,"R$ 8.490,77",0.05
13586,7795,53,1,"R$ 993,99",0
5557,3178,420,2,"R$ 537,41",0.1
17404,9959,301,1,7337.04,0.15
22819,13069,561,1,1156.31,0.05
18397,10552,274,1,"R$ 5.608,19",0.1
6190,3546,354,1,"R$ 3.284,00",0
16657,9530,144,2,8281.2,0.15
21565,12347,49,0,"R$ 430,41",0.1
8207,4685,144,1,"R$ 7.826,45",0
23628,13530,277,1,5120.65,0
7118,4067,251,2,6408.08,0.05
12469,7144,121,2,"4367,37",0
9421,5378,366,1,183.57,0.1
17226,9854,406,1,947.85,0.1
19303,11045,525,1,6671.59,0
3484,1994,583,1,"2732,93",0.1
682,393,90,1,"R$ 7.193,44",0
23125,13248,143,1,5991.49,0
23284,13339,234,1,1944.86,0
3944,2278,21,0,5382.16,0
17351,9929,307,1,5274.80,0
3737,2139,458,1,"1199,03",0.05
24881,14246,529,1,3940.46,0
12865,7368,445,0,"R$ 6.962,68",0
21629,12387,94,1,"R$ 5.995,29",0
15553,8922,327,1,"R$ 6.531,94",0
9287,5303,487,2,"R$ 5.761,82",0
7141,4081,239,2,"R$ 7.387,64",0.05
22155,12695,336,1,6541.07,0.15
10836,6187,472,1,"R$ 8.979,83",0.15
23822,13644,496,-1,6711.84,0
7582,4333,414,1,"R$ 8.557,53",0
22966,13157,300,1,3349.94,0
1598,917,417,2,3167.95,0.15
16294,9339,163,1,6410.48,0
19086,10926,25,1,"R$ 6.108,31",0.05
19319,11053,158,1,8452.75,0
16040,9192,95,1,5976.13,0.05
517,299,273,1,725.62,0.1
22487,12886,399,1,5765.75,0
3700,2121,494,1,"2062,29",0.1
10280,5865,215,1,4913.8,0
17228,9855,498,1,1031.24,0
5610,3211,327,3,6531.94,0
22538,12921,246,1,4384.69,0
17933,10266,791,0,"1222,19",0
9536,5444,298,1,4847.04,0
16461,9430,355,1,"R$ 2.446,38",0
12507,7165,382,1,"1183,36",0
10087,5758,55,-1,110.46,0.05
9640,5500,5,1,8745.5,0
11309,6458,41,1,"R$ 3.113,59",0.1
12988,7442,85,2,"819,84",0.1
3543,2023,313,1,,0
15856,9088,230,1,390.13,0.15
8655,4935,375,1,"R$ 6.680,82",0
6991,3997,297,1,6232.61,0.15
16994,9722,482,1,"4353,78",0
9100,5195,578,1,"R$ 7.548,77",0.05
5932,3396,156,1,6419.2,0
17758,10166,9,1,4598.31,0
25744,14739,94,1,5995.29,0.1
26039,14912,147,3,7461.77,0
2319,1319,373,1,8274.13,0.1
15792,9051,411,1,5823.55,0
15334,8803,348,2,5230.75,0
3278,1868,281,1,3380.96,0
24057,13778,500,1,3756.83,0
7763,4435,581,1,"R$ 1.302,94",0
11184,6389,387,1,8588.01,0
10980,6272,184,1,3394.15,0
9307,5314,144,1,"8281,2",0
7278,4159,50,1,8321.61,0
19023,10890,22,3,1633.75,0
19641,11235,258,1,6639.06,0
18525,10621,108,-1,932.89,0
5585,3195,317,1,"R$ 6.502,85",0.05
3480,1991,242,3,2850.32,0
18245,10461,276,1,"R$ 1.440,82",0
8157,4656,524,1,"R$ 889,37",0
7795,4454,535,1,5406.26,0
19394,11100,352,1,"1112,88",0
16086,9216,91,1,3530.66,0
6378,3656,78,1,8496.28,0.1
122,77,217,1,4403.09,0.05
22125,12679,101,1,8285.95,0
17738,10155,190,1,2603.05,0
19843,11363,141,1,"R$ 2.274,38",
23940,13711,31,1,3345.64,0
23837,13652,491,3,2056.75,0
11540,6597,220,2,,0.05
22078,12652,349,-1,6407.61,0.1
21466,12287,235,1,"321,27",0
18003,10315,555,1,1762.62,0
2359,1341,34,1,"R$ 3.582,40",0
8698,4960,457,1,2888.48,0
21671,12407,498,2,1031.24,0
17865,10229,484,1,8591.68,0
2888,1653,316,1,"R$ 8.458,02",0
4076,2352,350,1,"R$ 6.649,54",0
1284,738,591,3,5187.79,0.1
17030,9741,357,1,"R$ 4.495,37",0
13398,7677,267,1,2391.35,0.15
4688,2710,110,1,"R$ 2.644,01",0
22729,13024,261,1,857.43,0.05
12142,6960,30,1,2673.55,0
6898,3952,9,1,"4695,48",0
23033,13197,273,2,725.62,0
2664,1517,2,1,,0
2031,1150,80,1,1664.87,0.1
11529,6591,287,1,5820.64,0.05
11088,6330,454,2,"2187,19",
14273,8175,436,1,"R$ 4.854,80",0
14822,8513,435,2,"R$ 4.835,48",0
5523,3162,229,1,7073.38,0
4787,2761,585,1,"6833,34",0
24314,13921,417,1,"3167,95",
3104,1771,20,1,7341.05,0.1
6542,3753,453,2,"R$ 8.732,67",0
4877,2808,341,0,8583.71,0
15368,8822,371,3,6760.61,0
18905,10825,766,0,"R$ 6.548,05",0.05
2593,1476,152,1,"R$ 8.498,80",0
16503,9451,145,1,"R$ 5.640,54",0
18232,10453,153,1,8873.6,0
6016,3445,167,1,4412.01,0.05
4967,2853,472,1,"8979,83",0
10882,6216,70,-1,7314.87,
992,561,326,1,3034.57,0.1
23720,13584,18,3,"6067,08",0.05
351,209,443,3,4622.48,0
24261,13895,233,1,6952.93,0.1
7218,4123,27,1,"R$ 3.035,73",0
21226,12139,304,1,"R$ 6.932,16",0.15
3520,2013,412,2,1731.71,0
21285,12173,415,1,"R$ 834,27",
21551,12338,239,1,7387.64,0
25117,14376,459,1,"R$ 6.962,20",0
597,345,544,1,5684.7,0.05
5856,3354,572,1,1432.52,0.1
5050,2902,514,2,"R$ 6.242,10",0.1
20575,11779,338,-1,3847.64,0.05
5031,2894,299,-1,"R$ 874,73",0
19192,10982,228,1,6613.26,0
19289,11038,433,1,445.07,0.05
4226,2444,500,2,3756.83,0.1
17391,9953,142,1,"R$ 7.395,67",0
2807,1601,347,1,"R$ 8.848,97",0
17455,9989,422,2,,
13200,7561,302,2,447.31,0
23578,13501,461,0,3374.55,0
13149,7533,304,1,6932.16,0.05
22114,12671,415,2,834.27,0
24242,13885,294,3,"542,68",0
16910,9675,20,0,7341.05,0
4797,2764,24,2,5272.51,0
491,286,118,2,,0
16222,9296,24,1,"R$ 5.596,19",0
25642,14684,521,-1,3563.73,0
20796,11899,70,-1,7314.87,0.05
21700,12423,391,1,2351.51,0
782,442,284,1,5406.07,0
4446,2570,195,1,"R$ 8.048,11",0
24073,13788,48,0,6596.22,0
24119,13814,233,-1,6952.93,0
13050,7477,437,1,8019.05,0.1
8069,4608,322,0,5658.5,0.05
9785,5591,203,1,"3353,15",0
3179,1810,475,1,"R$ 4.055,40",0
20683,11838,345,1,8883.58,0.05
26137,14968,596,1,8838.21,0
6176,3539,495,1,4441.44,0
16046,9195,538,1,"R$ 4.453,49",0.1
21711,12429,579,1,2194.39,0
1433,814,518,2,1976.73,0
24984,14304,501,1,"R$ 606,32",0
6568,3768,588,1,"916,87",0
22996,13178,55,3,110.46,0
18382,10543,182,1,4427.38,0
25230,14438,518,1,1976.73,0
19945,11421,401,1,5685.15,0
5855,3354,446,1,1534.02,0
9644,5503,592,1,8247.87,0
15636,8959,72,2,"R$ 5.039,74",0
18702,10716,24,1,"R$ 5.596,19",0.05
6639,3807,118,1,"2232,03",0.15
3345,1911,222,1,5761.48,0.1
8619,4913,588,1,916.87,0
16517,9457,296,1,3033.03,0
16350,9370,45,1,2119.99,0
14683,8430,99,1,"R$ 4.104,37",0
24406,13977,131,1,6975.39,0
9225,5267,34,1,"3582,4",0.1
22423,12849,345,1,8883.58,0.1
4484,2591,491,1,"R$ 2.056,75",0
2997,1711,449,1,2929.79,0
5146,2949,562,1,"3439,8",
2820,1608,595,1,"R$ 5.983,97",0
4019,2320,75,2,7119.84,0.1
5550,3175,31,1,3197.32,0.05
20779,11889,280,-1,1976.36,0
20995,12010,199,1,3391.54,0
5563,3182,181,1,396.54,0
7831,4474,49,1,430.41,0
18837,10787,278,3,"R$ 3.785,92",0
18454,10580,511,3,"R$ 2.720,00",0
26176,14993,309,1,"R$ 2.005,17",0
21130,12085,31,-1,3345.64,0
9385,5357,47,1,7352.4,0
17979,10299,49,0,430.41,0
15682,8989,558,3,6690.75,0
22607,12958,335,3,2390.49,0.1
5486,3141,239,3,"R$ 7.387,64",0
20367,11664,269,1,,0
23067,13216,113,1,"1503,14",0.1
17100,9783,316,3,"R$ 8.458,02",0
12472,7145,147,1,7651.28,0
12511,7168,235,1,"321,27",0
1563,899,352,2,1112.88,0
9896,5653,102,2,"R$ 189,61",0.05
5355,3066,394,1,5797.11,
3473,1987,492,1,7719.31,0.1
12192,6987,171,1,5995.96,0.1
14347,8221,453,0,"8732,67",0
4713,2721,514,2,6242.1,0.1
14816,8508,494,2,2062.29,0
7541,4311,541,1,7239.29,0
10879,6215,101,1,8285.95,0
7340,4194,153,1,"R$ 8.873,60",0
18656,10689,279,1,"R$ 8.295,55",0
15206,8736,293,2,"R$ 8.484,65",0
259,152,552,1,5080.6,0
14162,8111,43,1,1517.28,0
25996,14884,300,1,"R$ 3.227,93",0
13289,7615,236,1,2449.66,0
22053,12637,175,-1,704.54,0
8706,4963,156,1,"5409,27",0
21219,12136,428,1,"R$ 6.687,66",0.1
21398,12240,127,1,3773.53,0
16221,9295,264,3,1314.41,0
15523,8902,110,1,,0
8604,4906,57,3,"603,6",0
10964,6259,46,1,7763.01,0
20648,11817,414,1,8557.53,0
2979,1705,257,1,"R$ 121,74",0
14126,8092,57,2,"R$ 603,60",0.05
20816,11912,59,1,2632.76,0
21446,12273,204,1,4583.55,0.05
12064,6913,3,2,2647.73,0
24580,14080,289,0,5843.1,0
1507,864,1,1,"822,16",0
4632,2673,365,1,"R$ 5.800,63",0.15
7262,4150,465,2,1045.14,0
10902,6226,583,1,2732.93,0.1
93,62,237,1,"1695,3",0.15
14780,8485,445,1,6962.68,0
2027,1148,746,1,"R$ 172,78",0
24569,14074,574,1,8758.7,0
168,101,419,1,"R$ 2.358,25",0
17593,10067,321,1,,
13444,7706,166,1,8633.88,0.1
17996,10310,386,1,"R$ 5.343,48",0
2262,1286,397,1,4851.93,0
17109,9787,577,2,3977.73,0.1
9358,5342,477,1,3993.74,0
5044,2899,492,1,7719.31,0
5791,3317,244,1,5999.22,0
14641,8406,89,1,4948.7,0
9419,5377,329,2,,0.05
8846,5042,112,1,"5203,86",0
8829,5034,577,0,3977.73,
21257,12158,220,3,931.58,0.1
8778,5006,332,1,"R$ 124,71",0
24248,13888,140,1,1917.73,
7217,4123,20,1,7341.05,0
25489,14587,139,1,1740.61,0
20591,11789,581,1,1302.94,0.1
3275,1865,99,1,4104.37,0
22869,13098,137,1,"R$ 4.409,93",0.1
11446,6541,455,1,3734.93,
3420,1955,375,1,7239.65,0
13479,7730,593,1,"R$ 8.955,42",0
4940,2838,364,1,6299.81,0.15
24633,14111,166,1,8633.88,0
12809,7338,229,1,,0
14402,8255,529,1,4103.94,0
6242,3575,314,1,594.06,0
14296,8190,241,1,"4015,9",0
8727,4977,515,1,4423.0,0
23213,13298,589,1,4257.86,0
22396,12832,92,2,5571.79,0
16115,9233,349,1,"R$ 6.809,58",0
6489,3725,125,1,73.54,0
16574,9483,441,1,6685.04,0
20512,11747,158,1,"R$ 8.019,25",0
18470,10588,476,1,1773.49,
14474,8303,14,1,1444.26,0
22757,13037,518,1,1976.73,0
18030,10330,55,-1,"R$ 110,46",0.15
26096,14946,583,-1,"2732,93",0
15227,8744,421,3,1107.61,0
12162,6972,212,2,7409.63,0.05
12899,7389,212,1,8627.01,0
17938,10269,521,1,3615.14,0
25889,14819,175,1,"R$ 704,54",
7561,4323,46,3,7763.01,0.05
8118,4637,218,1,1858.16,
1103,627,266,1,,0
19464,11138,76,1,"R$ 7.632,09",0
22135,12686,43,2,,0.15
11747,6725,106,1,5287.09,0.05
2350,1336,234,2,1944.86,0
503,292,180,1,2832.48,0
4862,2800,77,1,2553.81,0
12664,7252,274,2,5608.19,0
23979,13734,354,2,"R$ 3.284,00",0
2410,1368,24,3,"R$ 6.404,80",0
1805,1022,341,1,8583.71,0
10450,5967,266,1,"7506,11",0.05
25136,14386,491,1,"2056,75",
21926,12563,393,1,"4297,09",0
328,196,498,2,1031.24,0
7358,4202,7,1,"R$ 2.690,16",0.1
9554,5451,475,1,3469.22,0
4728,2729,573,1,3023.72,0
13348,7647,19,1,"2596,09",0.05
20951,11987,271,1,"8173,06",0
9500,5425,31,2,3345.64,0
18790,10761,360,2,"983,09",0.1
12608,7222,588,2,916.87,0.15
23229,13307,285,1,2049.09,0
25043,14334,586,1,"1260,82",0.15
1452,827,515,1,4423.0,0
14739,8464,504,1,"5976,91",0
20895,11953,217,1,4403.09,0
24751,14177,279,1,"R$ 8.295,55",0
20212,11574,546,2,"R$ 5.316,28",
9750,5570,313,1,"2951,45",0.1
23928,13707,79,1,2632.48,0
14262,8166,534,1,7525.8,0
7970,4554,445,1,6962.68,0
23802,13633,65,2,2262.66,0.15
4961,2851,584,1,3525.9,0
3861,2226,450,3,"7990,91",0
6234,3571,227,1,2684.33,0.1
2685,1530,544,1,"R$ 5.684,70",0
741,422,419,2,2283.85,0.05
21558,12343,474,1,3850.67,0
10732,6123,433,1,"445,07",0.05
7509,4293,331,0,"R$ 6.448,34",0
12201,6991,249,1,4008.63,0
4238,2450,475,1,3469.22,0.05
14994,8615,105,1,7470.81,0
24753,14178,215,1,4913.8,0
1196,681,359,1,1722.39,0.05
15079,8664,503,1,"R$ 7.997,52",0
4912,2823,211,2,"R$ 6.701,35",0
2804,1600,569,2,"845,86",0
1773,1005,35,1,"6263,34",0
5682,3250,121,1,4367.37,0.1
4318,2496,372,1,3266.17,0
3958,2285,114,1,4569.9,0
10217,5829,179,1,3931.12,0
939,532,128,1,"R$ 5.683,69",
16377,9384,402,2,1157.0,
12718,7286,561,1,1111.45,
1451,826,473,1,"7840,12",
17279,9888,284,1,"5406,07",0.05
5080,2916,25,1,"R$ 6.108,31",0
19783,11326,500,1,,0
3127,1783,320,3,"R$ 7.429,64",0.1
8773,5002,330,1,"8884,82",
17124,9795,430,3,1804.67,
24552,14063,295,1,"R$ 6.525,55",0
3255,1855,430,1,1804.67,0.05
15005,8624,506,1,"R$ 8.136,83",0
25377,14523,60,1,"4020,11",0
23932,13708,299,1,874.73,0
22372,12819,422,3,5090.54,0
16679,9545,353,3,2032.7,0
13294,7617,539,0,77.03,0
6751,3866,107,1,1659.26,
18448,10578,515,1,"R$ 4.423,00",0
20283,11615,209,1,8340.49,
11168,6380,121,1,"R$ 4.367,37",0
24360,13948,122,1,"2007,95",0
6462,3710,583,1,2732.93,0
11412,6518,349,1,6809.58,0.1
8431,4808,417,1,3167.95,0.1
14935,8580,331,2,"R$ 6.448,34",0
18217,10445,159,1,7025.1,
24304,13916,629,1,2311.9,0
2305,1310,373,1,8274.13,0
23527,13476,89,1,"R$ 4.948,70",0.1
5133,2945,286,1,"R$ 8.041,46",0.15
4965,2853,64,2,"7717,76",0
8362,4769,504,1,"5976,91",0
11046,6309,474,1,"R$ 3.850,67",0
6825,3908,13,1,"R$ 6.725,72",0
4772,2752,137,1,"R$ 4.409,93",0
9941,5680,273,3,725.62,0
22929,13134,524,1,889.37,0
1150,656,7,1,2453.61,0.1
11050,6311,144,1,8281.2,0.05
25343,14505,146,1,,0
12642,7241,452,1,3036.23,0
5616,3215,93,2,7593.07,0.1
9907,5658,329,3,"5292,3",0
11595,6629,339,1,"2187,15",0.05
23770,13614,24,1,4967.46,0
24266,13899,244,1,5999.22,0
23552,13489,558,1,5420.25,0
11621,6646,528,1,"8593,34",0
22144,12691,321,3,"1133,92",0
9904,5656,337,1,7061.33,0
16814,9623,334,2,"3936,66",0
3182,1813,123,1,4939.57,0
19385,11095,354,2,"R$ 3.284,00",0
5424,3105,92,1,5571.79,0
10150,5792,296,2,"R$ 3.033,03",0
1979,1119,564,1,757.08,0
16302,9344,477,1,3993.74,0
5210,2984,66,3,"6707,62",0
23946,13714,259,3,3827.35,0
22645,12975,348,1,"R$ 5.230,75",0.05
12490,7157,296,2,3033.03,0
5043,2899,556,1,"R$ 8.235,97",0
15103,8680,76,1,7632.09,0
9965,5695,128,2,"R$ 5.683,69",
7147,4085,262,1,"R$ 3.905,31",0
1910,1079,274,0,5608.19,0
7343,4196,347,1,"R$ 8.848,97",0
20109,11513,181,1,396.54,0
7968,4553,317,1,"R$ 6.502,85",0.05
24308,13919,44,1,4221.23,0
14868,8539,546,1,5316.28,0
1404,800,536,1,3077.97,0
23693,13570,491,1,2056.75,0.05
1510,866,267,1,2578.52,0
1289,741,215,2,4913.8,0
16553,9473,96,1,752.54,0
22877,13102,565,2,2793.63,0
9121,5210,173,3,"R$ 4.710,06",0
22940,13140,462,2,"R$ 470,69",0
2700,1540,724,1,7248.38,0
16793,9611,355,0,"R$ 2.446,38",0
20374,11667,46,0,6229.93,
5684,3251,579,1,2194.39,0
19991,11444,492,2,7719.31,0
19157,10962,421,2,"1107,61",0
4945,2841,375,1,6680.82,0
17736,10153,253,1,390.59,0
10004,5716,405,3,5966.18,0.15
20771,11886,534,1,9006.78,0
12169,6974,109,1,7444.6,0
13671,7840,595,1,"4819,1",0
20044,11474,596,1,"7606,32",0
11383,6503,206,1,6293.3,0
25728,14728,430,1,1804.67,0
24016,13754,155,1,1699.01,0
25908,14830,408,1,222.18,0.05
5290,3027,555,3,1762.62,0
