review_id,product_id,customer_id,rating,review_text,review_date
6341,29,1939,2,,30-07-2024
7715,30,790,4,,2025-11-10
3018,415,1737,5,"Excelente custo benefício, recomendo.",19-11-2024
2904,572,1914,5,Atendeu minhas expectativas.,24/11/2025
6773,109,1284,4,Entrega demorou mais do que o esperado.,2025/03/26
3910,55,2749,3,"Poderia ser melhor, mas cumpre o que promete.",2026-01-24
2607,420,2024,5,Entrega demorou mais do que o esperado.,09-01-2026
6423,356,2834,4,,2024/10/18
569,315,1237,5,"Veio com defeito, tive que trocar.",27-03-2026
2005,448,1565,3,,04/14/2025
5996,97,1616,4,"Poderia ser melhor, mas cumpre o que promete.",08/08/2024 15:50
67,557,96,4,"Ótimo produto, super indico!",12/09/2024
1709,566,2302,,Entrega demorou mais do que o esperado.,2026/07/13
1973,424,557,5,"Excelente custo benefício, recomendo.",01/17/2026
414,546,1013,4,"Ótimo produto, super indico!",18/01/2026 03:54
4570,20,1883,5,,10-12-2024
3368,131,244,4,"Produto muito bom, chegou rápido!",10-12-2024
3721,267,1393,5,"Ótimo produto, super indico!",14/10/2025 14:36
6604,441,2456,4,,16-04-2025
7773,566,2450,2,Entrega demorou mais do que o esperado.,05-03-2025
5295,315,1330,5,"Produto muito bom, chegou rápido!",07/23/2024
389,126,2889,5,"Veio com defeito, tive que trocar.",21/07/2024 10:03
6682,479,1506,5,"Poderia ser melhor, mas cumpre o que promete.",02/12/2024 02:13
6881,573,2134,5,,2025/09/09
2419,354,271,5,Não gostei da qualidade do material.,2026/03/20
2740,403,1966,4,"Veio com defeito, tive que trocar.",03/12/2024
1577,337,2027,5,,
543,145,960,4,Entrega demorou mais do que o esperado.,2025-10-08
1988,163,414,5,Atendeu minhas expectativas.,2026/05/30
2032,499,2545,5,"Ótimo produto, super indico!",2025/01/20
7765,586,1198,3,"Produto muito bom, chegou rápido!",17/10/2025 08:24
6527,1,2229,2,,13/01/2025 21:29
530,286,568,4,"Veio com defeito, tive que trocar.",
1693,117,2159,0,Não gostei da qualidade do material.,2026-04-09
7849,271,2077,2,"Veio com defeito, tive que trocar.",2025/06/28
3004,485,736,5,Atendeu minhas expectativas.,23/02/2026 16:17
7192,46,588,4,"Excelente custo benefício, recomendo.",0000-00-00
3902,167,893,5,"Excelente custo benefício, recomendo.",2025-08-15
5652,574,2360,5,,2026-02-26
4533,447,2083,6,Entrega demorou mais do que o esperado.,26-08-2024
5643,220,1599,6,"Ótimo produto, super indico!",07-01-2026
5665,476,2509,0,"Ãtimo produto, super indico!",2025-12-20
1114,444,2547,5,Entrega demorou mais do que o esperado.,02/01/2026
2202,470,714,3,Entrega demorou mais do que o esperado.,2025-07-29
5358,44,2703,3,Não gostei da qualidade do material.,29/10/2024
5359,422,1721,4,Não gostei da qualidade do material.,17-01-2026
2594,449,2465,4,"Veio com defeito, tive que trocar.",0000-00-00
3141,341,2755,4,"Excelente custo benefício, recomendo.",16/09/2024 19:54
1023,267,369,4,"Excelente custo benefício, recomendo.",2026-03-30T09:40:29
1323,52,1866,0,"Ótimo produto, super indico!",2025/01/13
7055,59,1730,5,Entrega demorou mais do que o esperado.,15-06-2025
5260,484,2659,3,Atendeu minhas expectativas.,01/22/2026
1343,210,1333,4,"Ótimo produto, super indico!",2025-01-19T18:17:08
2436,303,2491,5,Atendeu minhas expectativas.,2025-09-06T12:03:05
2743,393,317,5,"Veio com defeito, tive que trocar.",2025/05/14
2292,521,923,5,"Ótimo produto, super indico!",10/01/2026 08:09
5267,230,1022,5,Atendeu minhas expectativas.,2026/07/12
3059,584,1779,3,"Veio com defeito, tive que trocar.",2025/06/01
4421,130,2701,4,Atendeu minhas expectativas.,27/06/2025
4392,66,743,,Não gostei da qualidade do material.,2024/11/27
5403,224,705,6,,31/08/2024 23:18
7029,528,2927,5,"Poderia ser melhor, mas cumpre o que promete.",02/04/2025 11:25
749,350,2904,5,Entrega demorou mais do que o esperado.,2024-12-21
7648,553,330,4,Atendeu minhas expectativas.,11/16/2025
5054,535,2708,5,Não gostei da qualidade do material.,2025-07-16
4223,464,1409,5,"Ótimo produto, super indico!",2025-08-04T08:42:03
6801,311,1304,5,Entrega demorou mais do que o esperado.,29-04-2026
7615,182,2943,5,Atendeu minhas expectativas.,29-09-2025
7301,366,1903,6,"Ótimo produto, super indico!",2025-10-25T22:32:31
7571,282,2014,4,"Ãtimo produto, super indico!",2025/04/18
4930,52,705,3,"Ãtimo produto, super indico!",04/12/2024
2583,392,2955,5,"Veio com defeito, tive que trocar.",2024/07/14
4767,190,610,4,"Poderia ser melhor, mas cumpre o que promete.",26/05/2025
6546,410,2212,1,"Poderia ser melhor, mas cumpre o que promete.",26/04/2026
7327,198,309,3,"Veio com defeito, tive que trocar.",2025/09/16
7717,457,1853,0,"Poderia ser melhor, mas cumpre o que promete.",0000-00-00
1865,431,1038,5,,2025-05-14T05:23:09
4045,22,1712,5,"Veio com defeito, tive que trocar.",0000-00-00
6877,440,2220,4,Não gostei da qualidade do material.,2025-03-28
4708,392,1040,5,"Ótimo produto, super indico!",16/04/2025 08:03
5658,586,2386,3,"Produto muito bom, chegou rápido!",2025-09-17
3216,596,2215,5,"Produto muito bom, chegou rÃ¡pido!",
2539,189,666,4,"Ótimo produto, super indico!",2025-04-18T22:24:28
734,33,1636,4,Não gostei da qualidade do material.,2026/03/29
3171,560,694,4,"Excelente custo benefício, recomendo.",
4127,171,2841,5,"Veio com defeito, tive que trocar.",2025-01-03
4003,227,504,6,Não gostei da qualidade do material.,2024-08-14T04:01:06
505,324,2079,3,"Excelente custo benefício, recomendo.",2024-11-30T00:39:36
7335,589,1599,4,"Excelente custo benefÃ­cio, recomendo.",12/05/2026 14:50
7065,394,1828,,,15-12-2024
3569,202,2857,3,Não gostei da qualidade do material.,0000-00-00
3292,464,926,3,Atendeu minhas expectativas.,11-01-2025
2706,233,1599,3,"Poderia ser melhor, mas cumpre o que promete.",23/01/2025 13:42
609,152,953,3,Não gostei da qualidade do material.,11/24/2024
3952,503,739,4,Entrega demorou mais do que o esperado.,2026-06-16
503,471,2083,4,"Excelente custo benefício, recomendo.",2024/10/04
97,75,1253,4,Não gostei da qualidade do material.,
537,494,1545,5,"Produto muito bom, chegou rápido!",28-09-2024
1999,18,1247,0,Atendeu minhas expectativas.,09/03/2026
6792,512,805,5,Entrega demorou mais do que o esperado.,2025-03-29T23:46:29
7167,414,23,3,,10/29/2025
1741,501,1224,5,,2024-12-10T07:55:00
577,335,1126,4,"Produto muito bom, chegou rÃ¡pido!",2026-07-08
578,325,2460,,Atendeu minhas expectativas.,07-11-2024
166,80,1383,3,Não gostei da qualidade do material.,30-10-2024
3551,280,2341,4,"Excelente custo benefício, recomendo.",14-08-2024
7700,132,1979,5,"Excelente custo benefício, recomendo.",2025-12-17
6229,291,1128,4,Não gostei da qualidade do material.,2025-09-10
4797,18,2535,4,"Produto muito bom, chegou rápido!",2025-05-25T14:24:49
1067,160,873,5,,16/05/2026 04:44
6905,87,871,5,"Produto muito bom, chegou rápido!",04/03/2026 19:49
2143,170,961,4,Atendeu minhas expectativas.,18/08/2025
981,514,447,5,,13/06/2026
1496,221,2257,5,,
5654,334,2045,4,"Veio com defeito, tive que trocar.",0000-00-00
5929,318,996,4,"Ótimo produto, super indico!",2025-07-17T12:00:57
1252,429,2403,4,,0000-00-00
6982,191,227,4,Não gostei da qualidade do material.,29/03/2026
3787,362,2875,5,"Ótimo produto, super indico!",09/01/2025 08:02
3920,348,1229,,,2026-01-23
4326,181,1135,4,,06-06-2025
256,212,2134,4,,
5154,17,1991,5,Entrega demorou mais do que o esperado.,10/09/2025
6799,200,141,4,Atendeu minhas expectativas.,0000-00-00
92,589,973,4,"Poderia ser melhor, mas cumpre o que promete.",2026-01-20
2141,350,238,4,"Poderia ser melhor, mas cumpre o que promete.",2025/12/20
7699,87,1674,4,Atendeu minhas expectativas.,02-03-2025
2728,310,1048,5,"Ótimo produto, super indico!",2025-07-27T17:38:06
4103,140,2229,6,"Poderia ser melhor, mas cumpre o que promete.",29/09/2024
1605,305,937,4,Entrega demorou mais do que o esperado.,07-08-2024
2555,500,2881,5,Não gostei da qualidade do material.,07/28/2024
6740,219,1003,0,"Ótimo produto, super indico!",2025/11/23
3879,142,44,4,"Ótimo produto, super indico!",2025/01/20
7798,224,2551,4,"Ótimo produto, super indico!",2024/11/16
1570,154,588,4,"Veio com defeito, tive que trocar.",12/06/2026 19:34
791,293,189,3,"Produto muito bom, chegou rápido!",18/01/2026 19:40
4368,165,1413,5,"Excelente custo benefício, recomendo.",23-06-2025
2247,75,1379,5,"Veio com defeito, tive que trocar.",02/25/2025
4355,252,1840,5,Atendeu minhas expectativas.,2024/10/17
3217,440,2498,4,"Poderia ser melhor, mas cumpre o que promete.",2025-06-25T13:32:01
4697,56,801,5,,19-10-2024
3414,490,216,4,"Poderia ser melhor, mas cumpre o que promete.",2025-11-05
3837,295,1275,3,"Produto muito bom, chegou rápido!",2024-10-13
2243,598,120,1,"Excelente custo benefÃ­cio, recomendo.",09/11/2024
6416,26,2371,1,Atendeu minhas expectativas.,2025-06-18T09:19:51
3678,45,2636,3,,10/24/2024
227,348,478,5,Não gostei da qualidade do material.,0000-00-00
5131,548,1926,5,"Poderia ser melhor, mas cumpre o que promete.",2026-03-01
3931,166,1977,6,"Veio com defeito, tive que trocar.",30/03/2025
4957,17,2621,4,Entrega demorou mais do que o esperado.,09/10/2025
4418,484,1745,3,"Ótimo produto, super indico!",26/05/2026 23:06
1953,189,2378,5,Atendeu minhas expectativas.,24-06-2025
133,206,1526,5,"Veio com defeito, tive que trocar.",04/11/2026
4884,134,865,5,,01/06/2026 17:55
7961,25,1158,5,"Ótimo produto, super indico!",27/07/2024
2424,79,2108,4,"Produto muito bom, chegou rápido!",2024/11/22
5007,198,649,5,"Poderia ser melhor, mas cumpre o que promete.",04/25/2026
7406,564,2278,5,"Veio com defeito, tive que trocar.",
3466,122,2475,4,"Produto muito bom, chegou rápido!",13-11-2024
2675,217,48,4,Atendeu minhas expectativas.,2024-09-23
3784,387,1529,5,Entrega demorou mais do que o esperado.,2026-05-02
5049,136,528,4,Entrega demorou mais do que o esperado.,2024-12-22
1039,564,1888,4,,07/11/2025
1750,257,2979,3,,15-06-2026
1862,104,618,5,,2025/03/30
6849,105,2615,5,"Produto muito bom, chegou rÃ¡pido!",2026-03-27
5106,528,1819,4,"Poderia ser melhor, mas cumpre o que promete.",07/12/2025
2603,578,848,3,Entrega demorou mais do que o esperado.,07/04/2026
2480,183,2885,4,"Veio com defeito, tive que trocar.",11/01/2026
5720,576,440,5,,
7545,176,2696,6,"Ãtimo produto, super indico!",2024-11-14T10:42:03
18,140,2419,,Não gostei da qualidade do material.,0000-00-00
3360,494,1863,4,,2025-03-04T22:57:05
4373,342,2259,4,"Ótimo produto, super indico!",06/26/2025
5930,48,2883,1,"Excelente custo benefício, recomendo.",20/01/2025
6766,468,2550,1,"Excelente custo benefÃ­cio, recomendo.",19-11-2024
5449,271,2748,5,Entrega demorou mais do que o esperado.,2025/10/30
3782,294,358,3,Entrega demorou mais do que o esperado.,10/04/2025 12:36
6674,195,1300,3,"Ótimo produto, super indico!",20/11/2025 16:08
3649,586,2060,4,"Ótimo produto, super indico!",09-04-2025
7074,532,762,5,,2025-09-09
1215,560,2630,5,Entrega demorou mais do que o esperado.,2026-04-23
5764,45,1374,4,,2025-06-24
2559,171,2988,5,,21/06/2026 15:24
7132,486,436,5,Entrega demorou mais do que o esperado.,2026-03-13
283,416,2948,3,,2024/11/14
1266,128,664,4,"Excelente custo benefício, recomendo.",05-05-2026
338,293,1891,5,"Excelente custo benefício, recomendo.",2025-09-20T22:15:21
6835,545,1472,4,"Excelente custo benefício, recomendo.",2025-02-13
1165,443,484,5,Entrega demorou mais do que o esperado.,2025/03/18
3531,20,2550,0,"Veio com defeito, tive que trocar.",29/07/2025 14:20
914,355,2035,5,"Excelente custo benefício, recomendo.",09/12/2025
3278,42,239,5,Entrega demorou mais do que o esperado.,08/12/2024
1194,433,1152,4,"Excelente custo benefício, recomendo.",09/06/2024
1617,571,497,4,"Veio com defeito, tive que trocar.",2024/12/13
6218,20,1861,3,,2025-08-25
5665,476,2509,0,"Ãtimo produto, super indico!",2025-12-20
6630,146,84,5,,08/21/2025
1453,466,1207,5,Não gostei da qualidade do material.,12/06/2026 10:16
6568,276,1313,4,"Ótimo produto, super indico!",2024-11-28
113,216,279,3,Atendeu minhas expectativas.,07-12-2024
2935,97,47,2,"Excelente custo benefício, recomendo.",05-06-2025
513,64,1468,4,,2025-03-26T07:10:51
5025,373,57,5,"Excelente custo benefício, recomendo.",
1442,10,1400,5,Entrega demorou mais do que o esperado.,0000-00-00
588,416,2255,3,Não gostei da qualidade do material.,14-08-2024
5371,172,2504,3,"Poderia ser melhor, mas cumpre o que promete.",11/02/2024
5415,476,305,4,,2025-04-07T13:04:43
5801,534,1798,4,Não gostei da qualidade do material.,02/02/2025 23:24
7924,587,239,3,"Ótimo produto, super indico!",26/05/2026
6279,150,1051,4,"Excelente custo benefício, recomendo.",14/12/2024 14:45
7990,394,2824,5,"Veio com defeito, tive que trocar.",2024/09/05
5393,478,1332,0,,0000-00-00
1609,125,2837,,"Excelente custo benefício, recomendo.",22/10/2025
2978,428,109,3,Entrega demorou mais do que o esperado.,01/18/2026
908,21,1865,5,,27-10-2024
2856,187,1663,4,"Excelente custo benefício, recomendo.",23/05/2026 08:55
1403,65,488,0,"Produto muito bom, chegou rápido!",2024-11-07
7914,193,738,5,,29-01-2026
6583,106,1712,4,Não gostei da qualidade do material.,2026-01-09
5478,184,2462,4,"Poderia ser melhor, mas cumpre o que promete.",30/01/2025
1307,32,1168,5,,2025-10-06T13:24:01
6896,516,1452,3,Atendeu minhas expectativas.,2025-02-06
5498,518,1200,5,,2026-05-15T18:20:47
95,461,2349,5,,07/30/2025
6243,546,1729,5,,12/04/2025
3257,591,869,3,,08-12-2024
7913,439,1179,,"Ótimo produto, super indico!",2025-05-27T17:07:15
1451,382,1788,3,"Produto muito bom, chegou rápido!",31-05-2026
2989,457,243,0,"Veio com defeito, tive que trocar.",15-11-2025
7137,229,643,,"Ótimo produto, super indico!",2024-11-18
3162,535,352,5,"Ótimo produto, super indico!",05/09/2025 11:47
3871,423,265,5,"Ótimo produto, super indico!",30/11/2024 20:34
1790,28,2393,4,Não gostei da qualidade do material.,2025-12-07
1448,518,451,4,"Excelente custo benefício, recomendo.",2024-12-10
3403,14,407,4,Atendeu minhas expectativas.,09/29/2025
725,245,1250,4,Não gostei da qualidade do material.,08/08/2025 23:34
2637,184,398,3,Atendeu minhas expectativas.,2026-01-08T06:04:17
3395,539,965,4,"Excelente custo benefício, recomendo.",2025/02/04
3183,358,102,0,"Ótimo produto, super indico!",08/09/2025 23:22
1544,395,138,5,,16-10-2024
4589,479,2017,4,,2025-01-25T03:44:08
3549,426,1436,4,Não gostei da qualidade do material.,
4013,212,2736,5,"Produto muito bom, chegou rápido!",2025/06/30
2943,130,660,3,Entrega demorou mais do que o esperado.,21/07/2025 01:06
4096,432,2158,4,"Excelente custo benefício, recomendo.",01-05-2025
6681,104,2842,5,,25/11/2024 15:34
6814,445,2765,5,,29/06/2025 07:50
950,563,700,4,,11/16/2025
1289,296,935,1,,12/07/2026
3813,498,483,,,0000-00-00
4556,9,1233,4,"Poderia ser melhor, mas cumpre o que promete.",11/06/2024
6672,312,1632,5,"Veio com defeito, tive que trocar.",29/10/2024 14:59
2934,563,553,3,"Excelente custo benefício, recomendo.",13/03/2025 17:54
6378,536,814,3,,2025/04/26
7593,503,2350,3,,0000-00-00
6751,365,2178,5,"Ótimo produto, super indico!",2026-04-26T07:33:21
2556,275,463,5,"Excelente custo benefício, recomendo.",10/12/2024
6157,548,2601,5,"Ãtimo produto, super indico!",2026-05-19
1592,177,1799,5,Não gostei da qualidade do material.,09/02/2025
1372,266,1911,,Atendeu minhas expectativas.,11-01-2026
1785,176,579,5,"Excelente custo benefício, recomendo.",04/04/2025
4823,285,579,5,Não gostei da qualidade do material.,2024-12-28T04:38:23
7818,548,1435,5,Não gostei da qualidade do material.,2026-06-22
6466,287,1337,5,Atendeu minhas expectativas.,04/08/2026
7753,497,867,5,"Excelente custo benefÃ­cio, recomendo.",16/04/2025
7514,290,1712,4,"Poderia ser melhor, mas cumpre o que promete.",15-04-2026
5762,178,1761,5,Atendeu minhas expectativas.,2025-06-26
6426,385,2166,5,Atendeu minhas expectativas.,0000-00-00
2111,544,2304,3,"Poderia ser melhor, mas cumpre o que promete.",2025-04-20
4640,48,2946,,Não gostei da qualidade do material.,17-10-2024
3763,272,2431,4,Entrega demorou mais do que o esperado.,02-07-2026
1656,208,1431,2,Atendeu minhas expectativas.,2024-09-18
6873,540,223,4,Atendeu minhas expectativas.,0000-00-00
6452,327,473,5,Atendeu minhas expectativas.,2026/05/15
3674,70,1878,5,,17-09-2024
2741,390,81,0,"Produto muito bom, chegou rápido!",2024-12-03T13:00:48
388,507,174,4,"Excelente custo benefício, recomendo.",18/11/2024
1362,505,1601,2,"Produto muito bom, chegou rápido!",2024-10-29
3641,375,2191,5,"Excelente custo benefício, recomendo.",15/02/2025
2342,289,2881,4,"Excelente custo benefício, recomendo.",2026-07-03T02:11:02
7326,309,2479,4,,22/09/2024 15:07
7221,19,2270,5,"Poderia ser melhor, mas cumpre o que promete.",17/02/2025
5140,196,2887,5,Não gostei da qualidade do material.,2024/11/10
1888,303,2212,3,,21/02/2025
3801,160,764,5,Entrega demorou mais do que o esperado.,17/12/2024
396,521,2441,,"Ótimo produto, super indico!",2024-12-30
1728,92,1042,5,"Ótimo produto, super indico!",18-07-2024
6883,562,1008,5,NÃ£o gostei da qualidade do material.,12/03/2025
5190,309,2491,3,Atendeu minhas expectativas.,2025/03/25
547,228,1172,3,,2024-11-15T18:07:18
6032,236,2685,4,Não gostei da qualidade do material.,2025-07-19T19:41:31
7457,10,2713,4,"Excelente custo benefício, recomendo.",24/10/2024 10:05
5749,359,2521,4,"Poderia ser melhor, mas cumpre o que promete.",2025-02-27
1224,555,1072,5,Entrega demorou mais do que o esperado.,22/04/2026 03:20
5280,365,1029,4,Entrega demorou mais do que o esperado.,01/02/2025
5045,111,1034,4,Entrega demorou mais do que o esperado.,29-09-2025
6304,144,1748,,,11/08/2024 05:06
571,517,36,3,"Ótimo produto, super indico!",15/05/2026
3642,156,1766,1,"Ótimo produto, super indico!",
2866,184,2818,4,Atendeu minhas expectativas.,22/02/2026 23:15
1110,155,2125,4,"Excelente custo benefício, recomendo.",2024-11-19T09:11:15
7034,255,1479,4,"Poderia ser melhor, mas cumpre o que promete.",24/03/2026 04:22
2903,587,1129,3,Atendeu minhas expectativas.,14/02/2026
1589,135,488,4,NÃ£o gostei da qualidade do material.,27-03-2025
2117,436,887,5,"Ótimo produto, super indico!",07/05/2026 01:01
5356,302,1105,2,"Produto muito bom, chegou rápido!",06/02/2025
7930,384,1491,3,"Produto muito bom, chegou rápido!",13/04/2025
1631,587,1661,5,"Ótimo produto, super indico!",04-01-2025
5084,496,76,4,"Ótimo produto, super indico!",04/03/2026
4576,270,2473,1,"Excelente custo benefício, recomendo.",11/10/2024 16:25
2921,10,964,5,"Ótimo produto, super indico!",10/28/2025
379,147,369,5,"Poderia ser melhor, mas cumpre o que promete.",06/04/2025
6216,407,217,4,"Poderia ser melhor, mas cumpre o que promete.",2026-05-11
7005,492,2801,4,"Poderia ser melhor, mas cumpre o que promete.",27/11/2025
1643,238,231,4,"Poderia ser melhor, mas cumpre o que promete.",2025-08-13T18:52:58
4169,56,349,3,"Ótimo produto, super indico!",2026-06-08
1851,276,2882,1,"Poderia ser melhor, mas cumpre o que promete.",20/01/2025
5524,203,1108,5,"Veio com defeito, tive que trocar.",17-10-2025
1607,340,838,5,"Poderia ser melhor, mas cumpre o que promete.",2025-06-04T20:14:31
3744,199,1733,5,Atendeu minhas expectativas.,30/07/2025
4143,553,1205,3,"Veio com defeito, tive que trocar.",09/21/2024
2522,73,1113,6,,30/04/2026 20:42
4765,476,1629,1,"Poderia ser melhor, mas cumpre o que promete.",2024-09-12
7198,254,745,3,Não gostei da qualidade do material.,2025-08-18T20:39:46
5440,214,1209,4,"Produto muito bom, chegou rápido!",2025/06/02
4151,498,1207,3,"Veio com defeito, tive que trocar.",2024/07/23
2867,7,663,,Não gostei da qualidade do material.,2024/10/03
2190,116,86,3,"Produto muito bom, chegou rápido!",09/01/2026 10:29
4242,356,1054,2,"Produto muito bom, chegou rápido!",2024/09/30
5975,294,1231,1,"Produto muito bom, chegou rápido!",2025/09/05
6417,488,231,4,,2024-08-24T16:11:14
5613,59,538,4,,2024/12/11
3835,243,2110,4,"Poderia ser melhor, mas cumpre o que promete.",2024-11-28
2314,116,122,4,Atendeu minhas expectativas.,01/23/2025
519,33,2471,,NÃ£o gostei da qualidade do material.,29-08-2024
5570,133,2719,5,"Excelente custo benefício, recomendo.",08/02/2026
4401,466,2228,5,"Poderia ser melhor, mas cumpre o que promete.",2025/06/24
2006,361,2193,2,Não gostei da qualidade do material.,
718,22,1373,0,"Veio com defeito, tive que trocar.",15-01-2026
5813,110,1243,4,"Veio com defeito, tive que trocar.",12-05-2026
2164,407,2244,5,"Veio com defeito, tive que trocar.",17/05/2025 18:46
6117,10,982,6,,2026/05/04
6977,285,1039,3,Atendeu minhas expectativas.,12/30/2025
5921,372,32,3,Entrega demorou mais do que o esperado.,01-08-2024
6906,215,811,4,,23/11/2024
2554,599,368,5,"Produto muito bom, chegou rÃ¡pido!",25-06-2025
6209,203,436,5,"Excelente custo benefício, recomendo.",2024/09/03
3274,267,2024,4,"Poderia ser melhor, mas cumpre o que promete.",2025-05-14
7387,341,744,4,,2026-03-12
7075,93,1557,4,,30-12-2025
4841,90,850,4,,0000-00-00
4091,369,2462,3,"Ótimo produto, super indico!",0000-00-00
4397,432,1634,0,"Poderia ser melhor, mas cumpre o que promete.",12/12/2024
4704,16,99,2,,23-03-2025
7888,556,2793,5,,06/12/2026
769,213,1550,4,Não gostei da qualidade do material.,2026-03-24
5512,159,1310,5,"Excelente custo benefício, recomendo.",13/08/2024
4026,316,284,5,"Ãtimo produto, super indico!",07/06/2025 23:50
2668,147,2399,4,"Ótimo produto, super indico!",01-10-2024
6558,561,2441,5,Atendeu minhas expectativas.,2026-05-31
2439,393,556,5,"Poderia ser melhor, mas cumpre o que promete.",28-03-2025
4189,382,991,3,,2026-02-01
4214,317,1263,4,Entrega demorou mais do que o esperado.,0000-00-00
3196,100,193,3,Não gostei da qualidade do material.,0000-00-00
3458,466,2953,5,,2025-12-12
940,494,151,3,"Veio com defeito, tive que trocar.",0000-00-00
7633,587,2270,4,"Excelente custo benefÃ­cio, recomendo.",2025/04/25
846,266,2614,1,"Produto muito bom, chegou rápido!",2025-06-09T06:57:17
5758,466,2605,6,"Ótimo produto, super indico!",09-07-2025
4577,231,2119,5,"Ótimo produto, super indico!",10/02/2026 06:39
1430,496,816,3,"Ótimo produto, super indico!",2025-03-09T11:32:22
4780,199,648,5,Entrega demorou mais do que o esperado.,2025/05/31
3139,73,156,5,Entrega demorou mais do que o esperado.,2024/10/27
4080,557,2266,5,"Excelente custo benefício, recomendo.",2024-07-20T08:18:52
